Entry,Entry name,Status,Protein names,Gene names,Organism,Length
C0HKG5,RNT2A_MOUSE,reviewed,Ribonuclease T2-A (EC 4.6.1.19) (Ribonuclease 6-A),Rnaset2a Rnase6pl,Mus musculus (Mouse),259
Q8R3Q0,SARAF_MOUSE,reviewed,Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (Transmembrane protein 66),Saraf Tmem66,Mus musculus (Mouse),334
O08547,SC22B_MOUSE,reviewed,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b),Sec22b Sec22l1,Mus musculus (Mouse),215
E9QAT4,SC16A_MOUSE,reviewed,Protein transport protein Sec16A (SEC16 homolog A) (p250),Sec16a Kiaa0310 Sec16,Mus musculus (Mouse),2357
Q9D710,TMX2_MOUSE,reviewed,Thioredoxin-related transmembrane protein 2 (Thioredoxin domain-containing protein 14),Tmx2 Txndc14,Mus musculus (Mouse),295
Q05769,PGH2_MOUSE,reviewed,Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (Glucocorticoid-regulated inflammatory cyclooxygenase) (Gripghs) (Macrophage activation-associated marker protein P71/73) (PES-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2) (TIS10 protein),Ptgs2 Cox-2 Cox2 Pghs-b Tis10,Mus musculus (Mouse),604
Q9WUQ2,PREB_MOUSE,reviewed,Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12),Preb Sec12,Mus musculus (Mouse),417
Q9WTS5,TEN2_MOUSE,reviewed,"Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]",Tenm2 Kiaa1127 Odz2 Tnm2,Mus musculus (Mouse),2764
Q3V009,TMED1_MOUSE,reviewed,Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (p24gamma1),Tmed1 Il1rl1l,Mus musculus (Mouse),227
Q7TN60,TMC6_MOUSE,reviewed,Transmembrane channel-like protein 6,Tmc6,Mus musculus (Mouse),810
Q8VCH8,UBXN4_MOUSE,reviewed,UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2),Ubxn4 Ubxd2 Ubxdc1,Mus musculus (Mouse),506
Q9R1S3,PIGN_MOUSE,reviewed,GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N),Pign,Mus musculus (Mouse),931
B9EJ80,PDZD8_MOUSE,reviewed,PDZ domain-containing protein 8,Pdzd8,Mus musculus (Mouse),1147
Q9D7I0,SHSA5_MOUSE,reviewed,Protein shisa-5 (Scotin),Shisa5 Scotin,Mus musculus (Mouse),235
Q3UPR0,SHSA3_MOUSE,reviewed,Protein shisa-3 homolog,Shisa3,Mus musculus (Mouse),238
Q9WVC6,SGK1_MOUSE,reviewed,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),Sgk1 Sgk,Mus musculus (Mouse),431
Q810K3,SGPP2_MOUSE,reviewed,Sphingosine-1-phosphate phosphatase 2 (SPPase2) (Spp2) (EC 3.1.3.-) (Sphingosine-1-phosphatase 2),Sgpp2,Mus musculus (Mouse),354
Q9D1X9,TM50B_MOUSE,reviewed,Transmembrane protein 50B,Tmem50b,Mus musculus (Mouse),158
Q9CR67,TMM33_MOUSE,reviewed,Transmembrane protein 33 (Protein DB83),Tmem33 Db83,Mus musculus (Mouse),247
Q3U145,TMM64_MOUSE,reviewed,Transmembrane protein 64,Tmem64,Mus musculus (Mouse),381
P59279,RAB2B_MOUSE,reviewed,Ras-related protein Rab-2B,Rab2b,Mus musculus (Mouse),216
Q8BP92,RCN2_MOUSE,reviewed,Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49) (TCBP-49),Rcn2,Mus musculus (Mouse),320
Q14B02,RN133_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF133 (EC 2.3.2.27) (Goliath-related E3 ubiquitin-protein ligase 2) (RING finger protein 133) (RING-type E3 ubiquitin transferase RNF133),Rnf133 Greul2,Mus musculus (Mouse),382
C0HKG6,RNT2B_MOUSE,reviewed,Ribonuclease T2-B (EC 4.6.1.19) (Ribonuclease 6-B),Rnaset2b,Mus musculus (Mouse),259
Q9CY50,SSRA_MOUSE,reviewed,Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha),Ssr1,Mus musculus (Mouse),286
Q9ER41,TOR1B_MOUSE,reviewed,Torsin-1B (Torsin ATPase-1B) (EC 3.6.4.-) (Torsin family 1 member B),Tor1b,Mus musculus (Mouse),336
Q91W90,TXND5_MOUSE,reviewed,Thioredoxin domain-containing protein 5 (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Plasma cell-specific thioredoxin-related protein) (PC-TRP) (Thioredoxin-like protein p46),Txndc5 Tlp46,Mus musculus (Mouse),417
O54990,PROM1_MOUSE,reviewed,Prominin-1 (Antigen AC133 homolog) (Prominin-like protein 1) (CD antigen CD133),Prom1 Prom Proml1,Mus musculus (Mouse),867
P62858,RS28_MOUSE,reviewed,40S ribosomal protein S28,Rps28,Mus musculus (Mouse),69
Q9DCF9,SSRG_MOUSE,reviewed,Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma),Ssr3,Mus musculus (Mouse),185
Q9CQG9,TM100_MOUSE,reviewed,Transmembrane protein 100,Tmem100,Mus musculus (Mouse),134
Q99MB1,TLR3_MOUSE,reviewed,Toll-like receptor 3 (CD antigen CD283),Tlr3,Mus musculus (Mouse),905
Q3U0M1,TPPC9_MOUSE,reviewed,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein),Trappc9 Kiaa1882 Nibp,Mus musculus (Mouse),1148
Q8BYU6,TOIP2_MOUSE,reviewed,Torsin-1A-interacting protein 2,Tor1aip2 Ifrg15 Lull1,Mus musculus (Mouse),502
Q99MD6,TRXR3_MOUSE,reviewed,Thioredoxin reductase 3 (EC 1.8.1.9) (Thioredoxin and glutathione reductase) (Thioredoxin reductase TR2),Txnrd3 Tgr Trxr3,Mus musculus (Mouse),652
Q3UJD6,UBP19_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19),Usp19 Kiaa0891,Mus musculus (Mouse),1360
Q9R1Q9,VAS1_MOUSE,reviewed,V-type proton ATPase subunit S1 (V-ATPase subunit S1) (Protein C7-1) (V-ATPase Ac45 subunit) (V-ATPase S1 accessory protein) (Vacuolar proton pump subunit S1),Atp6ap1 Atp6ip1 Atp6s1,Mus musculus (Mouse),463
Q8BH47,SC22A_MOUSE,reviewed,Vesicle-trafficking protein SEC22a (SEC22 vesicle-trafficking protein homolog A) (SEC22 vesicle-trafficking protein-like 2),Sec22a Sec22l2,Mus musculus (Mouse),307
O35488,S27A2_MOUSE,reviewed,"Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain-fatty-acid-CoA ligase)",Slc27a2 Acsvl1 Facvl1 Fatp2 Vlacs Vlcs,Mus musculus (Mouse),620
D3Z2R5,SELN_MOUSE,reviewed,Selenoprotein N (SelN),Selenon Seln Sepn1,Mus musculus (Mouse),557
Q9EQU5,SET_MOUSE,reviewed,Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),Set,Mus musculus (Mouse),289
Q3TUA9,SG196_MOUSE,reviewed,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),Pomk Sgk196,Mus musculus (Mouse),349
Q8K304,TM129_MOUSE,reviewed,E3 ubiquitin-protein ligase TM129 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TM129),Tmem129,Mus musculus (Mouse),362
Q9CXE7,TMED5_MOUSE,reviewed,Transmembrane emp24 domain-containing protein 5 (p24 family protein gamma-2) (p24gamma2),Tmed5,Mus musculus (Mouse),229
B2B9E1,TRIQK_MOUSE,reviewed,Triple QxxK/R motif-containing protein (Triple repetitive-sequence of QXXK/R protein homolog),Triqk Gm11818,Mus musculus (Mouse),86
Q99KU0,VMP1_MOUSE,reviewed,Vacuole membrane protein 1 (NF-E2-inducible protein 2) (Protein ni-2) (Transmembrane protein 49),Vmp1 Tmem49,Mus musculus (Mouse),406
P13372,VPREB_MOUSE,reviewed,Immunoglobulin iota chain (Protein VPreB1) (CD antigen CD179a),Vpreb1,Mus musculus (Mouse),142
Q8BTP0,PIGZ_MOUSE,reviewed,GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV) (Phosphatidylinositol-glycan biosynthesis class Z protein) (PIG-Z),Pigz,Mus musculus (Mouse),560
Q61907,PEMT_MOUSE,reviewed,Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT),Pemt Pempt Pemt2,Mus musculus (Mouse),199
Q8K4X7,PLCD_MOUSE,reviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta),Agpat4,Mus musculus (Mouse),378
Q91YQ5,RPN1_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),Rpn1,Mus musculus (Mouse),608
P46978,STT3A_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1),Stt3a Itm1,Mus musculus (Mouse),705
Q8BMJ7,CGRF1_MOUSE,reviewed,Cell growth regulator with RING finger domain protein 1 (Cell growth regulatory gene 19 protein),Cgrrf1 Cgr19,Mus musculus (Mouse),332
E9Q5K4,CP2CN_MOUSE,reviewed,Cytochrome P450 2C44 (EC 1.14.14.-) (Arachidonic acid epoxygenase),Cyp2c23 Cyp2c44,Mus musculus (Mouse),494
P51661,DHI2_MOUSE,reviewed,Corticosteroid 11-beta-dehydrogenase isozyme 2 (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 2) (11-DH2) (11-beta-HSD2) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase),Hsd11b2 Hsd11k,Mus musculus (Mouse),386
Q9JLR1,S61A2_MOUSE,reviewed,Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2),Sec61a2,Mus musculus (Mouse),476
Q8BY79,S35G1_MOUSE,reviewed,Solute carrier family 35 member G1 (Transmembrane protein 20),Slc35g1 Tmem20,Mus musculus (Mouse),368
Q9D958,SPCS1_MOUSE,reviewed,Signal peptidase complex subunit 1 (EC 3.4.-.-) (Microsomal signal peptidase 12 kDa subunit) (SPase 12 kDa subunit),Spcs1 Spc12,Mus musculus (Mouse),161
Q8C5C9,TTMP_MOUSE,reviewed,TPA-induced transmembrane protein homolog,,Mus musculus (Mouse),218
A0PK84,ZDH22_MOUSE,reviewed,Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22),Zdhhc22 Gm262,Mus musculus (Mouse),263
Q64435,UD16_MOUSE,reviewed,UDP-glucuronosyltransferase 1-6 (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (EC 2.4.1.17) (Phenol UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1A6) (UGT1A6) (UGP1A1) (UGT1A7),Ugt1a6 Ugt1 Ugt1a6a Ugt1a7,Mus musculus (Mouse),531
Q8BRF7,SCFD1_MOUSE,reviewed,Sec1 family domain-containing protein 1 (Syntaxin-binding protein 1-like 2),Scfd1 Stxbp1l2,Mus musculus (Mouse),639
P13011,SCD2_MOUSE,reviewed,Stearoyl-CoA desaturase 2 (EC 1.14.19.1) (Acyl-CoA desaturase 2) (Delta(9)-desaturase 2) (Delta-9 desaturase 2) (Fatty acid desaturase 2),Scd2,Mus musculus (Mouse),358
Q3UZP4,SVIP_MOUSE,reviewed,Small VCP/p97-interacting protein,Svip,Mus musculus (Mouse),77
Q9CYB0,TRI13_MOUSE,reviewed,E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (Putative tumor suppressor RFP2) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13),Trim13 Rfp2,Mus musculus (Mouse),407
P97363,SPTC2_MOUSE,reviewed,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),Sptlc2 Lcb2,Mus musculus (Mouse),560
Q9CPW5,SSRB_MOUSE,reviewed,Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta) (SSR-beta),Ssr2,Mus musculus (Mouse),183
Q9ER39,TOR1A_MOUSE,reviewed,Torsin-1A (Dystonia 1 protein) (Torsin ATPase 1) (EC 3.6.4.-) (Torsin family 1 member A),Tor1a Dyt1,Mus musculus (Mouse),333
Q8C2E7,WASC5_MOUSE,reviewed,WASH complex subunit 5 (WASH complex subunit strumpellin),Washc5 Kiaa0196,Mus musculus (Mouse),1159
P56695,WFS1_MOUSE,reviewed,Wolframin,Wfs1,Mus musculus (Mouse),890
Q8QZR0,TR1L1_MOUSE,reviewed,Translocating chain-associated membrane protein 1-like 1,Tram1l1,Mus musculus (Mouse),363
Q6DID7,WLS_MOUSE,reviewed,Protein wntless homolog (Integral membrane protein GPR177) (Protein evenness interrupted homolog) (EVI),Wls Gpr177,Mus musculus (Mouse),541
Q810J8,ZFYV1_MOUSE,reviewed,Zinc finger FYVE domain-containing protein 1,Zfyve1,Mus musculus (Mouse),777
Q8BQQ1,ZDH14_MOUSE,reviewed,Palmitoyltransferase ZDHHC14 (EC 2.3.1.225) (DHHC domain-containing cysteine-rich protein 14) (DHHC-14) (NEW1 domain-containing protein) (NEW1CP) (Zinc finger DHHC domain-containing protein 14),Zdhhc14,Mus musculus (Mouse),489
P21958,TAP1_MOUSE,reviewed,Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Histocompatibility antigen modifier 1) (Peptide transporter TAP1),Tap1 Abcb2 Ham-1 Ham1,Mus musculus (Mouse),724
Q5NCF2,TPPC1_MOUSE,reviewed,Trafficking protein particle complex subunit 1,Trappc1,Mus musculus (Mouse),145
Q99NB8,UBQL4_MOUSE,reviewed,Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75),Ubqln4 Cip75 Ubin,Mus musculus (Mouse),596
Q6TEK5,VKORL_MOUSE,reviewed,Vitamin K epoxide reductase complex subunit 1-like protein 1 (VKORC1-like protein 1) (EC 1.17.4.4),Vkorc1l1,Mus musculus (Mouse),176
Q6PHU5,SORT_MOUSE,reviewed,Sortilin (Neurotensin receptor 3) (NTR3) (mNTR3),Sort1,Mus musculus (Mouse),825
Q8CCJ3,UFL1_MOUSE,reviewed,E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Regulator of C53/LZAP and DDRGK1),Ufl1 Kiaa0776 Maxer Rcad,Mus musculus (Mouse),793
Q9CRC0,VKOR1_MOUSE,reviewed,"Vitamin K epoxide reductase complex subunit 1 (EC 1.17.4.4) (Vitamin K1 2,3-epoxide reductase subunit 1)",Vkorc1,Mus musculus (Mouse),161
Q9WV55,VAPA_MOUSE,reviewed,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),Vapa Vap33,Mus musculus (Mouse),249
Q3U213,SRAC1_MOUSE,reviewed,Protein SERAC1 (Serine active site-containing protein 1),Serac1 D17Ertd141e,Mus musculus (Mouse),654
Q7TN37,TRPM4_MOUSE,reviewed,Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4),Trpm4 Ltrpc4,Mus musculus (Mouse),1213
O35426,XBP1_MOUSE,reviewed,"X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]",Xbp1 Treb5,Mus musculus (Mouse),267
Q31125,S39A7_MOUSE,reviewed,"Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)",Slc39a7 H2-Ke4 Hke4,Mus musculus (Mouse),476
Q8BU14,SEC62_MOUSE,reviewed,Translocation protein SEC62 (Translocation protein 1) (TP-1),Sec62 Tloc1,Mus musculus (Mouse),398
Q6ZQM8,UD17_MOUSE,reviewed,UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7C) (UDPGT 1-7C) (UGT1*7C) (UGT1-07C) (UGT1.7C) (UDP-glucuronosyltransferase 1A7C),Ugt1a7 Ugt1a7c,Mus musculus (Mouse),531
Q3U2P1,SC24A_MOUSE,reviewed,Protein transport protein Sec24A (SEC24-related protein A),Sec24a,Mus musculus (Mouse),1090
Q8CJ67,STAU2_MOUSE,reviewed,Double-stranded RNA-binding protein Staufen homolog 2,Stau2,Mus musculus (Mouse),570
Q0KL01,UBX2B_MOUSE,reviewed,UBX domain-containing protein 2B (NSFL1 cofactor p37) (p97 cofactor p37),Ubxn2b,Mus musculus (Mouse),331
E9Q2M9,WDFY4_MOUSE,reviewed,WD repeat- and FYVE domain-containing protein 4,Wdfy4,Mus musculus (Mouse),3183
Q9JIM5,YIPF7_MOUSE,reviewed,Protein YIPF7 (YIP1 family member 7),Yipf7 Yip1b,Mus musculus (Mouse),254
Q3UPL0,SC31A_MOUSE,reviewed,Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A),Sec31a Sec31l1,Mus musculus (Mouse),1230
Q4V9Z5,SE6L2_MOUSE,reviewed,Seizure 6-like protein 2 (Brain-specific receptor-like protein A) (BSRP-A),Sez6l2,Mus musculus (Mouse),910
Q8R1J9,TOR2A_MOUSE,reviewed,Torsin-2A (Torsin family 2 member A),Tor2a,Mus musculus (Mouse),321
Q8VCW4,UN93B_MOUSE,reviewed,Protein unc-93 homolog B1 (Unc-93B1),Unc93b1 Unc93b,Mus musculus (Mouse),598
Q8R1K1,UBAC2_MOUSE,reviewed,Ubiquitin-associated domain-containing protein 2 (UBA domain-containing protein 2) (Phosphoglycerate dehydrogenase-like protein 1),Ubac2 Phgdhl1,Mus musculus (Mouse),345
Q8CBB9,RSAD2_MOUSE,reviewed,"Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)",Rsad2 Vig1,Mus musculus (Mouse),362
Q9ES97,RTN3_MOUSE,reviewed,Reticulon-3,Rtn3,Mus musculus (Mouse),964
Q8QZV2,SHSA2_MOUSE,reviewed,Protein shisa-2 homolog (Shisa-like protein 2) (mShisa) (Transmembrane protein 46),Shisa2 Shisa Tmem46,Mus musculus (Mouse),295
Q9JI99,SGPP1_MOUSE,reviewed,Sphingosine-1-phosphate phosphatase 1 (SPP) (SPPase1) (mSPP1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1),Sgpp1 Spp1 Spph1,Mus musculus (Mouse),430
Q6ZWQ7,SPCS3_MOUSE,reviewed,Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit),Spcs3,Mus musculus (Mouse),180
O35704,SPTC1_MOUSE,reviewed,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),Sptlc1 Lcb1,Mus musculus (Mouse),473
O35400,ST2B1_MOUSE,reviewed,Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family cytosolic 2B member 1) (ST2B1),Sult2b1 Sult2b,Mus musculus (Mouse),338
Q8K1T0,TMPS3_MOUSE,reviewed,Transmembrane protease serine 3 (EC 3.4.21.-),Tmprss3,Mus musculus (Mouse),453
P36423,THAS_MOUSE,reviewed,Thromboxane-A synthase (TS) (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1),Tbxas1 Cyp5 Cyp5a1,Mus musculus (Mouse),533
Q91XB0,TREX1_MOUSE,reviewed,Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1),Trex1,Mus musculus (Mouse),314
Q9Z1T2,TSP4_MOUSE,reviewed,Thrombospondin-4,Thbs4 Tsp4,Mus musculus (Mouse),963
Q62452,UD19_MOUSE,reviewed,UDP-glucuronosyltransferase 1A9 (UGT1A9) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT) (UDP-glucuronosyltransferase 1-9) (UDPGT 1-9) (UGT1*9) (UGT1-09) (UGT1.9) (UGT1A12) (UGTP4),Ugt1a9 Ugt1 Ugt1a12,Mus musculus (Mouse),528
Q8K245,UVRAG_MOUSE,reviewed,UV radiation resistance-associated protein,Uvrag Uvrag1,Mus musculus (Mouse),698
Q8BN21,VRK2_MOUSE,reviewed,Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2),Vrk2,Mus musculus (Mouse),503
Q3U4G3,XXLT1_MOUSE,reviewed,"Xyloside xylosyltransferase 1 (EC 2.4.2.62) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase)",Xxylt1,Mus musculus (Mouse),392
Q99PL5,RRBP1_MOUSE,reviewed,Ribosome-binding protein 1 (Ribosome receptor protein) (RRp) (mRRp),Rrbp1,Mus musculus (Mouse),1605
Q9Z2G6,SE1L1_MOUSE,reviewed,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L),Sel1l Sel1h,Mus musculus (Mouse),790
Q6P1D5,SE6L1_MOUSE,reviewed,Seizure 6-like protein (Acupuncture-induced protein 1-L) (Brain-specific receptor-like protein B) (BSRP-B),Sez6l Aig1l Kiaa0927,Mus musculus (Mouse),963
Q01405,SC23A_MOUSE,reviewed,Protein transport protein Sec23A (SEC23-related protein A),Sec23a Sec23 Sec23r,Mus musculus (Mouse),765
Q80WQ2,VAC14_MOUSE,reviewed,Protein VAC14 homolog,Vac14 D8Wsu151e,Mus musculus (Mouse),782
Q01853,TERA_MOUSE,reviewed,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP),Vcp,Mus musculus (Mouse),806
Q80W04,TMCC2_MOUSE,reviewed,Transmembrane and coiled-coil domains protein 2,Tmcc2 Kiaa0481,Mus musculus (Mouse),706
Q9DCX7,TM174_MOUSE,reviewed,Transmembrane protein 174,Tmem174,Mus musculus (Mouse),243
Q63739,TP4A1_MOUSE,reviewed,Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1),Ptp4a1 Prl1,Mus musculus (Mouse),173
Q91V04,TRAM1_MOUSE,reviewed,Translocating chain-associated membrane protein 1,Tram1,Mus musculus (Mouse),374
Q9D342,T170A_MOUSE,reviewed,Transmembrane protein 170A,Tmem170a D8Bwg1414e Tmem170,Mus musculus (Mouse),144
Q921L3,TMCO1_MOUSE,reviewed,Calcium load-activated calcium channel (CLAC channel) (Transmembrane and coiled-coil domain-containing protein 1),Tmco1,Mus musculus (Mouse),188
Q6ZPJ0,TEX2_MOUSE,reviewed,Testis-expressed protein 2,Tex2 Kiaa1738,Mus musculus (Mouse),1128
Q3U132,TESP1_MOUSE,reviewed,Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1),Tespa1,Mus musculus (Mouse),458
Q69ZZ6,TMCC1_MOUSE,reviewed,Transmembrane and coiled-coil domains protein 1,Tmcc1 Kiaa0779,Mus musculus (Mouse),649
P58681,TLR7_MOUSE,reviewed,Toll-like receptor 7,Tlr7,Mus musculus (Mouse),1050
Q8VHE0,SEC63_MOUSE,reviewed,Translocation protein SEC63 homolog,Sec63 Sec63l,Mus musculus (Mouse),760
Q99PL7,SCD3_MOUSE,reviewed,Acyl-CoA desaturase 3 (EC 1.14.19.-) (Delta(9)-desaturase 3) (Delta-9 desaturase 3) (Fatty acid desaturase 3) (Palmitoyl-CoA desaturase) (Stearoyl-CoA desaturase 3),Scd3,Mus musculus (Mouse),359
Q9CQ56,USE1_MOUSE,reviewed,Vesicle transport protein USE1 (Protein D12) (USE1-like protein),Use1 Use1l,Mus musculus (Mouse),270
Q9D662,SC23B_MOUSE,reviewed,Protein transport protein Sec23B (SEC23-related protein B),Sec23b,Mus musculus (Mouse),767
Q8K007,SULF1_MOUSE,reviewed,Extracellular sulfatase Sulf-1 (mSulf-1) (EC 3.1.6.-),Sulf1 Kiaa1077,Mus musculus (Mouse),870
Q3TDQ1,STT3B_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides),Stt3b Simp,Mus musculus (Mouse),823
Q8VBT0,TMX1_MOUSE,reviewed,Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1),Tmx1 Txndc Txndc1,Mus musculus (Mouse),278
Q5H8C4,VP13A_MOUSE,reviewed,Vacuolar protein sorting-associated protein 13A (Chorea-acanthocytosis protein homolog) (Chorein),Vps13a Chac Kiaa0986,Mus musculus (Mouse),3166
